Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
1589,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Panchanahalli_216873,Panchanahalli,Panchanahalli,Piezometer,Atal Jal,O60233,13.54813,76.33305,179.88,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82,19.5,13.3
1590,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Pattanagere_216874,Pattanagere,Pattanagere,Piezometer,Atal Jal,O60258,13.50094,75.99797,135.63,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,11.2,7.02
1591,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Pillenahalli_216875,Pillenahalli,Pillenahalli,Piezometer,Atal Jal,O60242,13.41529,75.93365,155.44,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,7.99,2.4
1592,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Pura_216876,Rampura,Rampura,Piezometer,Atal Jal,O60250,13.62394,76.11542,134.11,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82,13.7,3.67
1593,Karnataka_29,Chikkamagaluru_532,Kadur_5803,S.Bidare_216877,S. Bidare,S. Bidare,Piezometer,Atal Jal,O60253,13.33693,76.01444,179.82,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64,16.42,6.03
1594,Karnataka_29,Chikkamagaluru_532,Kadur_5803,S.Madapura_216878,S. Madapura,S. Madapura,Piezometer,Atal Jal,O60254,13.48872,76.20777,158.49,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,3.76,1.74
1595,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Sakrepatna_216879,Sakrepatna,Sakrepatna,Piezometer,SGWD,060203HP,13.4356,75.9188,74.7,Semi confined,9.45,13.95,28.8,NA,NA,22.45,28.25,4.05,14.15,3.75,10.45,8.85,7.65,2.25,6.15,4.25
1596,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Saraswatipura_216880,Sarswathipura,Sarswathipura,Piezometer,SGWD,060208HP,13.5102,75.9662,69.14,Semi confined,16.1,14.5,5.95,22.2,28.2,24,28.1,22.2,31.5,15,18.4,14.7,18.6,10.5,13.6,7.95
1597,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Singatagere_216881,Singatagere,Singatagere,Piezometer,SGWD,060204HP,13.5138,76.1766,63,Semi confined,5.65,1.65,20.85,11.45,18.65,6.05,6.15,4.45,13.75,0.75,4.65,2.35,4.65,0.95,3.25,1.15
1598,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Somanahalli_216882,Somanahalli,Somanahalli,Piezometer,Atal Jal,O60261,13.48073,76.16845,135.63,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,8.2,2.1
1599,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Tangli_216883,Tangali,Tangali,Piezometer,Atal Jal,O60248,13.53224,76.04038,128.01,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,7.43,5.35
1600,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Thimlapura_216884,Thimmalapura,Thimmalapura,Piezometer,Atal Jal,O60234,13.535,76.337,179.3,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,3.83
1601,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Udugere_216885,Udugere,Udugere,Piezometer,Atal Jal,O60231,13.59114,76.19498,156.91,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,3.78,2.07
1602,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Uligere_216886,Uligere,Uligere,Piezometer,Atal Jal,O60249,13.55883,76.19562,134.11,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,10.95,5.92
1603,Karnataka_29,Chikkamagaluru_532,Kadur_5803,V.Yaradakere_216887,Shankarapura,Shankarapura,Piezometer,Atal Jal,O60247,13.539,76.137,166.11,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,2.52
1604,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Vakkalagere_216888,Vokkalagere,Vokkalagere,Piezometer,Atal Jal,O60230,13.65203,76.23879,161.59,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,2.78,1.48
1605,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Yagati_216890,Yagati (BW),Yagati (BW),Piezometer,SGWD,60221,13.61,76.146,97.5,Semi Confined,NA,NA,NA,NA,NA,NA,23.7,14.3,28.8,1.3,14.8,8.1,15,0.9,4.1,1.35
1606,Karnataka_29,Chikkamagaluru_532,Kadur_5803,Yallambalase_216891,Yellambelase,Yellambelase,Piezometer,SGWD,60212,13.5717,76.109,50,Semi confined,11.2,8.1,26.05,18.2,22,22.2,23.1,19.6,27.9,11.7,8.2,5.7,10,5.9,4.3,1.7
1607,Karnataka_29,Chikkamagaluru_532,Kadur_5803,NA,Antharagatte,Antharagatte,Piezometer,SGWD,060213HP,13.7353,76.1195,64.93,Semi confined,8.35,3.15,13,11.55,15.75,11.55,16.35,13.45,20.25,5.45,5.85,4.45,10.45,2.75,4.75,1.25
1608,Karnataka_29,Chikkamagaluru_532,Kadur_5803,NA,Kadur,Kadur,Piezometer,CGWB,W133330076010001,13.5583,76.0167,60,Semi confined,17.93,14.08,20.1,23.77,20.4,16.1,14.86,14.2,18.59,9.48,NA,NA,NA,NA,7.56,10.11
1609,Karnataka_29,Chikkamagaluru_532,Kadur_5803,NA,Kadurhalli,Kadurhalli,Piezometer,SGWD,60201,13.5566,76.0133,13.52,Semi confined,5,4.1,6.5,7.5,8.1,3.7,3.4,5.8,8.2,2.4,5.2,3.9,4.5,1.2,2.7,2.9
1610,Karnataka_29,Chikkamagaluru_532,Kadur_5803,NA,Kadur (BW),Kadur (BW),Piezometer,SGWD,60220,13.552,76.014,103,Semi Confined,NA,NA,NA,NA,NA,NA,28.8,20.9,27.4,11.5,18.6,15.2,14.8,6.9,13.8,12.55
1611,Karnataka_29,Chitradurga_533,Challakere_5809,Bedareddihalli_217014,Bedareddihalli,Hospital Pre-monsoonmises,Piezometer,Atal Jal,70140,14.4873,76.7188,171,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.04,10.5
1612,Karnataka_29,Chitradurga_533,Challakere_5809,Budnahatti_217016,Budnahatti,Budnahatti,Bore Well,SGWD,70110,14.3676,76.6542,48,Semi confined,19.63,16.8,26.22,30.97,32.98,14.75,15.45,16.27,23.75,17.45,23.3,NA,NA,NA,Closed,Closed
1613,Karnataka_29,Chitradurga_533,Challakere_5809,Budnahatti_217016,Budnahatti,Out side the village,Piezometer,Atal Jal,70157,14.3676,76.6514,91,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.8
1614,Karnataka_29,Chitradurga_533,Challakere_5809,Chennammanagathihalli_217017,Purlehalli,Purlehalli,Bore Well,SGWD,70119,14.2791,76.797,36,Semi confined,16.1,5.4,12.5,15.6,18.22,1.47,9.1,11.83,18.25,1.6,9.6,1.8,6.5,0.95,0.6,0.56
1615,Karnataka_29,Chitradurga_533,Challakere_5809,Chowluru_217018,Chowluru,Gramapanchayath Pre-monsoonmises,Piezometer,Atal Jal,70135,14.2629,76.8465,134,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,3.3
1616,Karnataka_29,Chitradurga_533,Challakere_5809,Devaramarikunte_217019,Devaramarikunte,Valmiki High school Pre-monsoonmises,Piezometer,Atal Jal,70141,14.2259,76.7648,134,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,2.4
1617,Karnataka_29,Chitradurga_533,Challakere_5809,Devareddihalli_217020,Bhoganhalli,Near Hospetal Pre-monsoonmises,Piezometer,Atal Jal,70142,14.492,76.7978,171,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6.8,6.65
1618,Karnataka_29,Chitradurga_533,Challakere_5809,Doddachellur_217021,Doddachellur,Doddachellur,Bore Well,CGWB,W141105076525001,14.1847,76.8806,80,Semi confined,9.02,5.1,NA,32.5,36.2,9.12,13.95,19.95,49.57,NA,NA,NA,NA,NA,6.95,2.48
1619,Karnataka_29,Chitradurga_533,Challakere_5809,Doddachellur_217021,Doddachellur,High school Pre-monsoonmises,Piezometer,Atal Jal,70161,14.1732,76.878,146,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,3.6
1620,Karnataka_29,Chitradurga_533,Challakere_5809,Doddaullarthi_217022,Doddullarthi,Doddullarthi,Piezometer,SGWD,70128,14.3994,76.7398,80,Semi confined,NA,NA,NA,NA,NA,NA,8,7.95,10.7,7.6,10.1,6.9,7.85,7.7,6.7,4.1
1621,Karnataka_29,Chitradurga_533,Challakere_5809,Dodderi_217023,Dodderi,Dodderi,Bore Well,SGWD,70114,14.2975,76.7079,48,Semi confined,21.8,17.22,22.95,31.13,NA,14.05,13.6,15,18.5,11.55,16.2,8.15,10.45,8.8,8.95,5
1622,Karnataka_29,Chitradurga_533,Challakere_5809,Ghataparthi_217024,Ghataparthi,High school Pre-monsoonmises,Piezometer,Atal Jal,70143,14.4712,76.7623,152,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,6.7
1623,Karnataka_29,Chitradurga_533,Challakere_5809,Gopanahalli_217025,Gopenahalli,Hospetal Pre-monsoonmises,Piezometer,Atal Jal,70144,14.2349,76.692,98,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.44
1624,Karnataka_29,Chitradurga_533,Challakere_5809,Gowdagere_217026,Gowdgere,Near Anganavadi,Piezometer,Atal Jal,70145,14.4739,76.5145,152,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,25.6,19.4
1625,Karnataka_29,Chitradurga_533,Challakere_5809,Gowrasamudra_217027,Gowrasamudra,Gowrasamudra,Piezometer,SGWD,70130,14.55,76.741,139,Semi confined,NA,NA,NA,NA,NA,NA,28.35,30.22,35.1,31.55,33.6,33.7,34.2,30.4,20,9.4
1626,Karnataka_29,Chitradurga_533,Challakere_5809,Hirehalli_217028,Hirehalli,Out side the village,Piezometer,Atal Jal,70146,14.5243,76.6625,146,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,22.9
1627,Karnataka_29,Chitradurga_533,Challakere_5809,Jajuru_217029,Nagagondanahalli,Nagagondanahalli,Bore Well,SGWD,70120,14.3871,76.8398,30.5,Semi confined,13.96,9.33,12.38,13.65,14.92,9.25,13.6,14.25,16.1,11.4,13.1,7.65,7.55,5.25,5,3.46
1628,Karnataka_29,Chitradurga_533,Challakere_5809,Kaluvehalli_272694,Kaluvehalli,Gramapanchayath Pre-monsoonmises,Piezometer,Atal Jal,70159,14.3771,76.7855,165,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,7.7
1629,Karnataka_29,Chitradurga_533,Challakere_5809,Mallurahalli_217031,Rekalagere,School Pre-monsoonmises,Piezometer,Atal Jal,70147,14.5039,76.5801,171,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,23.56
1630,Karnataka_29,Chitradurga_533,Challakere_5809,Mannekote_217032,Hosahalli,Hosahalli,Bore Well,SGWD,70116,14.4485,76.6604,42.5,Semi confined,17.22,16.84,16.82,17.05,16.84,16.5,16.8,16.9,17.6,17.4,18.1,16.8,21.95,13.4,16.05,13.3
1631,Karnataka_29,Chitradurga_533,Challakere_5809,Mannekote_217032,Gharani Cross,Near N.H 150 road,Piezometer,Atal Jal,70162,14.4582,76.667,146,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,17.8
1632,Karnataka_29,Chitradurga_533,Challakere_5809,Meerasabihalli_217033,Mirasabihalli,Gramapanchayath &school Pre-monsoonmises,Piezometer,Atal Jal,70132,14.318,76.7367,73,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4
1633,Karnataka_29,Chitradurga_533,Challakere_5809,Mylanahalli_217030,Mylanahalli,Mylanahalli,Bore Well,SGWD,70122,14.4459,76.8238,48,Semi confined,21.11,18.81,19.02,23,27.52,23.57,16.55,15.8,19.6,16.2,17.3,14.1,14.4,12.25,10.9,6.82
1634,Karnataka_29,Chitradurga_533,Challakere_5809,N.Devarahally_272693,N.Devarahalli,Gajjgenahalli road,Piezometer,Atal Jal,70158,14.4598,76.6155,107,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,23.23
1635,Karnataka_29,Chitradurga_533,Challakere_5809,Nagarengere_217035,Nagaramgere,School Pre-monsoonmises,Piezometer,Atal Jal,70138,14.2918,76.6736,134,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4
1636,Karnataka_29,Chitradurga_533,Challakere_5809,Nalagetanahatti_217038,Nelagetanahatti,School Pre-monsoonmises,Piezometer,Atal Jal,70149,14.3889,76.5019,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,13.8
1637,Karnataka_29,Chitradurga_533,Challakere_5809,Nannivala_217036,Nannivala,Gramapanchayath Pre-monsoonmises,Piezometer,Atal Jal,70160,14.3187,76.5818,159,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.59
1638,Karnataka_29,Chitradurga_533,Challakere_5809,Neralagunte_217039,Katarikenahatti,High school Pre-monsoonmises,Piezometer,Atal Jal,70150,14.4291,76.6128,213,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20.68
1639,Karnataka_29,Chitradurga_533,Challakere_5809,Pagadalabande_217042,Pagadalabande,High school Pre-monsoonmises,Piezometer,Atal Jal,70151,14.3316,76.8837,159,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.4,8.75
1640,Karnataka_29,Chitradurga_533,Challakere_5809,Parashurampura_217043,Parasurampura,School Pre-monsoonmises,Piezometer,Atal Jal,70134,14.2584,76.8824,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,6.9
1641,Karnataka_29,Chitradurga_533,Challakere_5809,Ramajogihalli_217044,Ramajogihalli,Hospital Pre-monsoonmises,Piezometer,Atal Jal,70152,14.2867,76.5459,189,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.6
1642,Karnataka_29,Chitradurga_533,Challakere_5809,Renukapura_217045,Renukapura,Bayalu rangamandira,Piezometer,Atal Jal,70136,14.4732,76.8315,109,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,3.76
1643,Karnataka_29,Chitradurga_533,Challakere_5809,S.Mahadevapura_217034,S. madevpura,School Pre-monsoonmises,Piezometer,Atal Jal,70148,14.4677,76.5727,171,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56,26.93
1644,Karnataka_29,Chitradurga_533,Challakere_5809,Sanikere_217046,Kammathmari Kunte,Kammathmari Kunte,Bore Well,SGWD,70106,14.2359,76.6609,30,Semi confined,14.25,12.32,16.15,25.45,NA,11.8,17.25,22.9,27.6,14.35,22.5,10.2,13.2,9.1,9.15,5.7
1645,Karnataka_29,Chitradurga_533,Challakere_5809,Sanikere_217046,Kaparahalli,Kaparahalli,Bore Well,SGWD,70126,14.1664,76.6935,71,Semi confined,16.25,7.24,14.71,22,27.46,5.2,11,14.05,21.9,14.85,22.1,8.1,13.85,4.9,6.35,2.54
1646,Karnataka_29,Chitradurga_533,Challakere_5809,Sanikere_217046,Sanikere,Sanikere,Bore Well,CGWB,W141100076403001,14.1833,76.675,50,Semi confined,28.37,18.87,35.22,49.3,49.3,14.9,19.63,49.3,28.33,18.9,NA,NA,NA,NA,11.4,6.5
1647,Karnataka_29,Chitradurga_533,Challakere_5809,Siddeswaranadurga_217047,Siddeswaranadurga,High school Pre-monsoonmises,Piezometer,Atal Jal,70153,14.2027,76.9737,110,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,2.7
1648,Karnataka_29,Chitradurga_533,Challakere_5809,Somaguddu_217048,chikkamadure,veterinary hospetal Pre-monsoonmises,Piezometer,Atal Jal,70154,14.2216,76.6038,140,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.4,2.4
1649,Karnataka_29,Chitradurga_533,Challakere_5809,Thalaku_217050,Thalaku,High school Pre-monsoonmises,Piezometer,Atal Jal,70155,14.4474,76.6741,128,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,15
1650,Karnataka_29,Chitradurga_533,Challakere_5809,Thimmannanayakanakote_217049,Gosikere,Near School Pre-monsoonmises,Piezometer,Atal Jal,70133,14.2247,76.8206,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6.2
1651,Karnataka_29,Chitradurga_533,Challakere_5809,Thimmappayyanahalli_217051,Giddapura,Nayakanahatti road side,Piezometer,Atal Jal,70156,14.4736,76.6008,137,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,18.1
1652,Karnataka_29,Chitradurga_533,Challakere_5809,NA,Naikanahatti,Naikanahatti,Bore Well,CGWB,W142800076325001,14.4667,76.5472,67,Semi confined,20.56,16.75,20.97,22.3,24.87,NA,25.47,31.77,33.55,23.38,NA,NA,NA,NA,21.2,16.08
1653,Karnataka_29,Chitradurga_533,Challakere_5809,NA,Challakere,Challakere,Piezometer,SGWD,70127,14.314,76.648,150,Semi confined,NA,NA,NA,NA,NA,NA,50.6,12.35,16.9,7.6,11.6,5,8.4,4.54,6.4,4.5
1654,Karnataka_29,Chitradurga_533,Challakere_5809,NA,Nayakanahatti,Nayakanahatti,Piezometer,SGWD,70131,14.4733,76.5421,67,Semi confined,NA,NA,NA,NA,NA,NA,24.7,31.83,31.85,23.65,26.6,13.6,25,14.8,22.2,13.5
1655,Karnataka_29,Chitradurga_533,Chitradurga_5505,Alagavadi_217052,Alagavadi,Alagavadi,Piezometer,Atal Jal,70236,14.29573,76.16062,165,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,3.08
1656,Karnataka_29,Chitradurga_533,Chitradurga_5505,Algatta_217053,Algatta,Algatta,Piezometer,Atal Jal,70232,14.26747,76.23548,146,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,12.3
1657,Karnataka_29,Chitradurga_533,Chitradurga_5505,Annehal_217054,Kakkeharvu,Kakkeharvu,Piezometer,Atal Jal,70235,14.0895,76.36298,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.43,21,4.75
1658,Karnataka_29,Chitradurga_533,Chitradurga_5505,Belagatta_217055,Belagatta,Belagatta,Bore Well,SGWD,70214,14.3108,76.4543,60,Semi confined,18.45,16.56,33.3,39.37,41.49,18.29,28.05,35.66,41,11.9,18.2,9.3,11.85,9.5,9.05,6.9
1659,Karnataka_29,Chitradurga_533,Chitradurga_5505,Bharamasagara_217056,Bharamasagara,Bharamasagara,Bore Well,SGWD,70202,14.3664,76.1943,55,Semi confined,25.8,23.3,35.8,37.35,51.8,34.85,42.75,40.55,54.4,31.55,45.6,29.2,36.45,16.57,16.9,8.71
1660,Karnataka_29,Chitradurga_533,Chitradurga_5505,Bheemasamudra_217057,Vaddarapalya,Vaddarapalya,Piezometer,Atal Jal,70237,14.185,76.23333,152,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,10.12,1.09
1661,Karnataka_29,Chitradurga_533,Chitradurga_5505,Bommenahalli_217058,kadllegundu,kadllegundu,Piezometer,Atal Jal,70256,14.23625,76.24881,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,17,12.99
1662,Karnataka_29,Chitradurga_533,Chitradurga_5505,Byalahalu_272696,Basavashivanakere,Basavashivanakere,Piezometer,Atal Jal,70255,14.34655,76.26315,177,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,15.23
1663,Karnataka_29,Chitradurga_533,Chitradurga_5505,Chikkabennuru_217059,Chikkabennuru,Chikkabennuru,Piezometer,Atal Jal,70238,14.31941,76.23784,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,18.8
1664,Karnataka_29,Chitradurga_533,Chitradurga_5505,Chikkagondanahalli_217060,Chikkagondanahalli,Chikkagondanahalli,Bore Well,SGWD,70219B,14.3771,76.3715,54.5,Semi confined,28.25,25.31,36.55,47.58,47.57,40.3,39.8,47.35,49.52,41.7,49.6,31.25,31.7,24.3,23.9,15.64
1665,Karnataka_29,Chitradurga_533,Chitradurga_5505,Cholagatta_217061,Echalanagenalli,Echalanagenalli,Piezometer,Atal Jal,70230,14.24217,76.34041,134,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,2.02
1666,Karnataka_29,Chitradurga_533,Chitradurga_5505,D.S.Halli_217062,D.s Halli,D.s Halli,Piezometer,Atal Jal,70239,14.20045,76.46183,152,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,5.8,2.02
1667,Karnataka_29,Chitradurga_533,Chitradurga_5505,Dyamavvanahalli_217063,Kallahalli,Kallahalli,Bore Well,SGWD,70206,14.2456,76.5104,22.5,Semi confined,9.19,7.96,14.36,16.9,16.93,11.85,10.25,15.73,17.22,7.45,10,4,7.15,5,4.49,3.9
1668,Karnataka_29,Chitradurga_533,Chitradurga_5505,G.R.Halli_217065,Bore Well,Guddadarangavvanahalli,Piezometer,SGWD,70225,14.288,76.3997,139,Semi confined,NA,NA,NA,NA,NA,NA,39.5,46.35,62.65,23.45,39.4,51.2,40,43.9,59.2,42.4
1669,Karnataka_29,Chitradurga_533,Chitradurga_5505,Godabanahal_272695,Pandarahalli Pz,Pandarahalli Pz,Bore Well,CGWB,W140915076200001,14.1542,76.3333,60,Semi confined,27.02,18.68,27.6,39.8,32.87,32.1,36.32,36.7,39.4,27.3,NA,NA,NA,16.1,17.7,11.22
1670,Karnataka_29,Chitradurga_533,Chitradurga_5505,Gonuru_217064,Mallapura gollarahatti,Mallapura gollarahatti,Piezometer,Atal Jal,70231,14.2624,76.40363,183,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.32
1671,Karnataka_29,Chitradurga_533,Chitradurga_5505,Hireguntanoor_217066,Hireguntanur,Hireguntanur,Bore Well,SGWD,702032BW,14.2169,76.2846,62,Semi confined,16.7,10.11,19.88,30,46.16,41.22,43.05,31.55,50.58,22.35,49.6,14.45,39.2,10.25,21.2,0.83
1672,Karnataka_29,Chitradurga_533,Chitradurga_5505,Hulluru_217067,Hulluru,Hulluru,Piezometer,Atal Jal,70240,14.17611,76.31194,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66,10.2,5.81
1673,Karnataka_29,Chitradurga_533,Chitradurga_5505,Ingaldal_217068,Ingaldal,Ingaldal,Piezometer,Atal Jal,70241,14.1875,76.445,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,5.08,1.62
1674,Karnataka_29,Chitradurga_533,Chitradurga_5505,Isamudra_217069,Hosahatti,Hosahatti,Piezometer,Atal Jal,70242,14.40554,76.24332,213,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,0.08
1675,Karnataka_29,Chitradurga_533,Chitradurga_5505,Iyyanhalli_217070,Bellakatte,Bellakatte,Piezometer,Atal Jal,70243,14.27663,76.3076,152,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,14.4,7.14
1676,Karnataka_29,Chitradurga_533,Chitradurga_5505,Janakonda_217072,Jankonda,Jankonda,Piezometer,Atal Jal,70244,14.1652,76.33078,183,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17.52
1677,Karnataka_29,Chitradurga_533,Chitradurga_5505,Kalagere_217073,Kalgere,Kalgere,Piezometer,Atal Jal,70245,14.42389,76.23389,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.56
1678,Karnataka_29,Chitradurga_533,Chitradurga_5505,Kogunde_217074,Bhahadurgatta,Bhahadurgatta,Bore Well,SGWD,70210,14.4356,76.1787,49,Semi confined,29.42,25.54,30.76,31.6,34.16,24.65,31.8,34.15,39.1,17.1,31.2,22.34,32.3,7.05,17.55,2.89
1679,Karnataka_29,Chitradurga_533,Chitradurga_5505,Kolahal_217075,Koahal,Koahal,Piezometer,Atal Jal,70246,14.34442,76.20679,226,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,2
1680,Karnataka_29,Chitradurga_533,Chitradurga_5505,Kunabevu_217076,Bommakkanahalli,Bommakkanahalli,Bore Well,SGWD,70216,14.373,76.511,36,Semi confined,14.2,11.25,22.8,33.28,NA,NA,32.95,33.15,33.55,27.9,31.5,5.7,6.9,4.6,5.7,4.7
1681,Karnataka_29,Chitradurga_533,Chitradurga_5505,Kunabevu_217076,Kunabevu,Kunabevu,Piezometer,Atal Jal,70247,14.3618,76.43575,122,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,7.01
